indtypeName,entName
1.0,广州国大乳业有限公司
1.0,广州市颖仙化妆品有限公司
15.0,中国移动通信集团广东有限公司汕头分公司
2.0,深圳市尤希科技有限公司
0.0,中江县仓山镇喜客来超市
19.0,广州市枫桦数码技术有限公司
2.0,四川荣明金融服务外包有限公司
4.0,深圳市松兴投资有限公司
0.0,四会市聚佳珠宝专柜
1.0,深圳竹芒科技有限公司
2.0,广州盒马鲜生网络科技有限公司番禺区第一分公司
1.0,广州芊美电子商务有限公司
27.0,新疆居然之家装饰工程有限公司
6.0,中山市小天才科技有限公司
4.0,成都叮韵教育咨询有限公司
22.0,珠海中影华发商都巨幕影院有限公司
10.0,乌鲁木齐新华兴旺物业有限公司
0.0,潮州市潮安区庵埠镇小馋猫食品商行
1.0,深圳市小文童科技有限公司
0.0,西昊家具（深圳）有限公司
0.0,广州得赋阿里健康大药房有限公司
0.0,白山市浑江区新百伦领跑鞋店
0.0,广东林氏家居股份有限公司
2.0,深圳市酷爽工贸有限责任公司
3.0,广州市白云区玉廷包子店
7.0,广州神雕美容设备科技有限公司
0.0,抚松县松江河众旺食品超市
0.0,揭阳市潮医荣丰医疗器械有限公司
5.0,深圳市旭文电子贸易有限公司
2.0,深圳市易达程科技有限公司
3.0,威远严陵镇兵之王奶茶店
0.0,深圳美团优选科技有限公司
0.0,四会市浩燕珠宝店
8.0,佛山市斯盖天空健身有限公司
1.0,深圳市穆科数码有限责任公司
0.0,新疆百草堂药业有限公司
18.0,深圳办事宝信息服务有限公司
1.0,广州诗泉悦美甲用品有限公司
0.0,惠州市惠城区三强商贸中心
27.0,峨眉山市名筑空间装饰工程有限公司
16.0,深圳市金田影食文化传播有限公司金田影食坑梓电影院
0.0,普宁市流沙嘉益百货商行
8.0,通化市派利肯明体健身有限公司
2.0,深圳市微视觉科技有限公司宝安分公司
0.0,惠州市云开裕电子商务有限公司
0.0,深圳市龙岗区惠娜服装鞋帽店
1.0,梨树县梨树镇金亿超市
0.0,昌吉市隆源品质生活超市
5.0,昌吉市芭玛美发店
1.0,吉林省鹿归春电子商务有限公司
1.0,延吉市西市场王美才土特产摊床
14.0,广州市番禺区市桥如心艺术创作中心
7.0,芯果科技（广州）有限公司
26.0,广州市丹美创意服饰有限公司
1.0,广州人健药业连锁有限公司
0.0,广州雅蓝贸易有限公司
3.0,绿园区博星华莱士汉堡店
0.0,成华区爱微选网络科技工作室
1.0,长春市暮江吟商贸中心
0.0,深圳市预言家贸易有限公司
5.0,佛山市欧婷儿美容有限公司
7.0,广州薇珀肌化妆品有限公司
0.0,西充旺德隆食品经营部
0.0,新疆中石化国鹏能源销售有限责任公司
0.0,抚松县抚松镇小兵灵芝孢子粉特产行
0.0,东莞市虎门荣谦皮具商行
11.0,深圳市土逗渔网络科技有限公司
0.0,深圳市云中鹤科技股份有限公司
3.0,广州市荔湾区华个士小吃店
7.0,四川速宝网络科技有限公司
0.0,吉林省百益参茸有限公司
11.0,四川嘉芯和网络科技有限公司
0.0,深圳市宝安区桥星贸易商行
0.0,广州唯品会电子商务有限公司
0.0,京东大药房（广州）有限公司
0.0,广州海龟爸爸电子商务有限公司
2.0,深圳市酷开网络科技股份有限公司
1.0,广州拍档化妆品有限公司
1.0,广州多特医疗器械有限公司
1.0,深圳竹芒科技有限公司
11.0,广州爱水居网络科技有限公司
0.0,吉林省乐派生鲜超市有限公司
2.0,深圳市脸萌科技有限公司
2.0,深圳市收收科技有限公司
1.0,宽城区美美潮流服装馆
3.0,自流井区贾氏餐馆
5.0,深圳十分到家服务科技有限公司
0.0,广州唯品会电子商务有限公司
26.0,深圳博耀电子科技有限公司
1.0,广州家帮手进出口贸易有限公司
0.0,汕头市铂润姿贸易有限公司
2.0,东莞星彩网络科技有限公司
0.0,沃尔玛（广东）商业零售有限公司佛山南海桂澜中路分店
1.0,东莞市伊鸣智能科技有限公司
0.0,遂宁市金聚福珠宝店
17.0,揭阳市榕城区嘉诚家用电器厂
0.0,广州卡迩夕贸易有限公司
7.0,中职通（广州）在线科技有限公司
5.0,博乐市匠心美业美容店
1.0,广州亿僮贸易有限公司
0.0,磐石市兴宇电子商务有限公司
0.0,二道区亿卓洁具经销处
1.0,松原市宁江区顺锋副食超市
13.0,仪陇县金城鸿运宾馆
0.0,揭阳市百兴电子商务有限公司
2.0,深圳街电科技有限公司
1.0,佛山市禅城区京杉食品经营部
1.0,广州璟明汽配有限公司
6.0,广州艾肯迪教育科技有限公司
2.0,深圳市华拓通科技有限公司
2.0,深圳市活力天汇科技股份有限公司
0.0,资中县馨驰三轮车行
8.0,松原经济技术开发区金力豪健身中心
5.0,广州市天河区棠下丝逸造型美发店
0.0,深圳市锐目光学有限公司
3.0,资中县建二娃山椒兔餐饮服务有限责任公司
1.0,广州风可人化妆品有限公司
0.0,佛山市志岩装饰材料有限公司
1.0,广州诠释美服装有限公司
1.0,四平九一九药房
2.0,广州中教互联科技有限公司
18.0,伊宁边境经济合作区田小敏轮胎店
1.0,东莞美海商贸有限公司
3.0,雅安市雨城区碧峰峡渝府人家山庄
1.0,深圳市上呈电器有限公司
1.0,吉林省永新堂大药房连锁有限公司
0.0,广州唯品会电子商务有限公司
0.0,惠州山姆会员商店有限公司
1.0,深圳竹芒科技有限公司
0.0,汕尾市民安医药有限公司
4.0,广东中旅（集团）有限公司
6.0,广东艾慕生物科技有限公司
0.0,库车华创汽车销售服务有限公司
1.0,广州巨丰国际商贸有限公司
9.0,华为技术有限公司
28.0,成都锦江凌能诊所有限公司
9.0,华为终端有限公司
1.0,四川文轩在线电子商务有限公司
4.0,珠海市丝域连锁企业管理有限公司
0.0,广州市荔湾区大唐糕点店
0.0,佛山市南海区老海翔珠宝店
1.0,佛山市南海区海哥在努力服饰商行
12.0,麦趣尔集团股份有限公司
2.0,深圳罗马仕科技有限公司
0.0,京东大药房（广州）有限公司
0.0,梅州市共裕贸易有限公司
4.0,深圳艾婴宝电子商务有限公司
1.0,广州市雪婷美甲用品有限公司
1.0,伊犁营建新世界建材有限责任公司
5.0,自贡市高新区天艾驾到推拿按摩店
3.0,库尔勒大龙燚火锅店
5.0,宜宾市叙州区十里桃花足浴店
1.0,广州覃氏水业有限公司
1.0,深圳橙诺贸易有限公司
0.0,温江世纪滨江超市
0.0,吉林省国溪堂大药房连锁有限公司
1.0,佛山市南海区哚菲服饰店
15.0,中国移动通信集团广东有限公司汕尾分公司
6.0,广州金顺生物科技有限公司
15.0,中国移动通信集团广东有限公司潮南分公司
0.0,普宁市流沙庄少芬服装店
1.0,京东广汉信成贸易有限公司
1.0,广州市淇健贸易有限公司
0.0,深圳市金熙和珠宝设计有限公司
14.0,成都一草香文化传播有限公司
10.0,珠海宝龙置业有限公司
1.0,深圳市沫芮贸易有限公司
5.0,昌吉市星光贝贝儿童摄影服务部
1.0,广州德才兼备电子贸易有限公司
1.0,深圳市艾米多科技有限公司
3.0,伊宁市外婆家餐厅
0.0,广东海华优品电子商务有限公司
3.0,南充市顺庆区肥肠哥石锅川菜馆
20.0,喀什市江铃庆铃汽车专修修理厂
7.0,广州宝的康复医学研究有限公司
2.0,广州英雕网络科技有限公司
0.0,深圳市万宁福大药房有限公司
4.0,广州红马甲控股有限公司
0.0,阿里健康大药房医药连锁有限公司
0.0,岳池县康贝一百一十七药房
2.0,淘川科技（广州）有限公司
0.0,广州市花都区新华永润食品经营部
1.0,深圳市永烨辉科技有限公司
2.0,南联永欣科技（成都）有限公司第八分公司
1.0,美心食品（广州）有限公司
1.0,广州段琦电子商务商行
0.0,奇台县雅楠女装店
1.0,深圳市鼎诚卓越科技有限公司
3.0,内江市市中区熊本熊小吃店
1.0,成都昊超电子商务有限公司
1.0,广州赧绮贸易有限公司
2.0,深圳市腾讯计算机系统有限公司
0.0,九度数码（深圳）有限责任公司
1.0,小鹏汽车销售有限公司
0.0,长春欧亚卖场有限责任公司
1.0,广州三申服装有限公司
19.0,美钻说珠宝科技（广州）有限公司
4.0,成都玖方圆商务服务有限公司
7.0,广州品挚生物科技有限公司
0.0,广州唯品会电子商务有限公司
1.0,广州励锦贸易有限公司
1.0,佛山市禅城区芬莉亚曼贸易中心
0.0,镇赉县大唐购物有限公司
0.0,什邡优橙生活商贸有限公司
18.0,乌鲁木齐公共停车场服务管理有限公司
3.0,昌吉市域味疆来椒麻鸡店
4.0,广州永品品牌管理有限公司
0.0,宜宾市叙州区曹梦糕点店
0.0,中山市东升镇梁庭通讯店
1.0,广州云钻美甲用品有限公司
0.0,湛江市华的五金有限公司
11.0,广州锦囊网络科技有限公司
7.0,广州市动景计算机科技有限公司
4.0,长春市华晟教育信息咨询有限公司
3.0,阳江市江城区客家宴美食店
0.0,广州唯品会电子商务有限公司
0.0,四川一心堂医药连锁有限公司宜宾市翠屏区孔滩店
6.0,沐沐生活科技（东莞）有限公司
0.0,惠州市惠城区陈梦儿服装店
1.0,东莞市易麦工艺礼品有限公司
4.0,深圳市宝安农贸批发市场开发有限公司
1.0,广州华振电子商务有限公司
3.0,惠州市惠阳区秋长大唐新鲜牛肉火锅店
0.0,广东至尊财神珠宝有限公司
0.0,广州卓通贸易有限公司
0.0,中山市木林森照明电子商务有限公司
0.0,成都物韵电子商务有限公司
8.0,广州辉腾健身有限公司
0.0,内江市东兴区万斌食品经营部
2.0,唯品会(肇庆)电子商务有限公司
7.0,广州共想科技有限公司
0.0,广州天河区倪闵商贸店
0.0,深圳市勺石家居有限公司
4.0,广州肩颈管家健康管理有限公司
15.0,中国移动通信集团广东有限公司四会分公司
24.0,广州市沧洲肉食制品有限公司
0.0,深圳美团优选科技有限公司
0.0,揭阳市揭东区新亨镇朗诗威服装店
25.0,广汽丰田汽车有限公司
1.0,名创优品（广州）有限责任公司
1.0,阿克苏莫妮卡婚纱摄影有限公司
7.0,广州市索爱数码科技有限公司
2.0,深圳市丰巢科技有限公司
0.0,深圳乐晨文具有限公司
2.0,广州维动网络科技有限公司
0.0,深圳美团优选科技有限公司
2.0,广州交易猫信息技术有限公司
22.0,北京华录乐影科技有限公司沙湾分公司
0.0,深圳美团优选科技有限公司
3.0,汕尾市城区椒点小吃店
0.0,深圳市萌牙宠物用品有限公司
0.0,深圳市爱米酷贸易有限公司
5.0,广州市展和美容有限公司
5.0,深圳市乐芙优婚姻服务有限公司
0.0,乐山市市中区恒升生珠宝嘉定南路店
2.0,深圳市云网万店电子商务有限公司
1.0,南充市和谐医药有限公司
2.0,内江壹加壹信息技术有限公司
7.0,广东望天湖生物科技股份有限公司
14.0,广州盘子女人坊文化传播有限公司
0.0,新疆瑞福顺隆汽车销售服务有限责任公司
7.0,广州市依柏诗生物科技有限公司
0.0,昌吉市优优超购便利店
4.0,成都锦川航空咨询服务有限公司
4.0,惠州博思百纳教育咨询有限公司
1.0,广州东锐电子商务有限公司
4.0,北京中公教育科技有限公司白城分公司
1.0,深圳市拍拍电商信息技术有限公司
1.0,广州美束佳化妆品有限公司
11.0,四川嘉芯和网络科技有限公司
1.0,深圳市派莱步服饰有限公司
10.0,四川金房物业服务有限公司
0.0,成都达恒毛实业有限公司
1.0,广州芙祺馨电子商务有限公司
13.0,阆中市东方之珠酒店
7.0,广州万孚健康科技有限公司
0.0,南充市顺庆区安秀服装文化路店
0.0,深圳市蜜美拉服装有限公司
7.0,广州卓成生物科技有限公司
1.0,深圳安吉尔饮水产业集团有限公司
1.0,广州挪楠贸易有限公司
1.0,深圳市顺电连锁股份有限公司
2.0,广州心悦信息技术有限公司
4.0,广州辛选供应链有限公司
16.0,自贡市童趣屋游乐有限公司
0.0,佛山市酷奇贝贝服饰有限公司
0.0,成都市全家福大药房有限公司
1.0,广州云跃电子商务有限公司
0.0,中山庞大一众汽车销售服务有限公司
0.0,佛山市润阳家具有限公司
15.0,中国联合网络通信有限公司白山市分公司
28.0,四川锦欣妇女儿童医院有限公司
0.0,东莞市马尔贸易有限公司
10.0,成都嘉诚新悦物业管理集团有限公司
23.0,佛山市智悦晟文化艺术培训有限公司
0.0,西充县双凤镇家外家生活超市
0.0,长春远方明珠商贸有限公司
0.0,深圳市竹芒信息技术有限公司
19.0,深圳市高光时刻网络科技有限公司
1.0,广州天俊贸易有限公司
5.0,惠州市天籁微微摄影有限公司
1.0,农安县万顺乡小娟百货店
2.0,深圳市锋尚电子信息技术有限公司
2.0,广州唯品会信息科技有限公司
0.0,博士眼镜连锁股份有限公司龙华区颂荟博士店
0.0,广州唯品会电子商务有限公司
0.0,经济技术开发区金源市场宏鸿门业行
2.0,深圳市腾讯计算机系统有限公司
0.0,广州碧景商贸有限公司
0.0,长春欧亚集团商业连锁经营有限公司欧亚三环购物中心
6.0,阳江市嘉盛数码科技有限公司
1.0,唯品会（中国）有限公司
2.0,星轴（深圳）科技有限公司
10.0,雷州市幸福园物业管理有限公司
1.0,深圳竹芒科技有限公司
0.0,深圳市华新创电子科技有限公司
0.0,广安市广安区张强超市
0.0,水磨沟区华凌市场华芙蓉床垫经销部
0.0,深圳市健一生医药连锁有限公司
2.0,广州瑞思百课文化科技有限公司
0.0,成都便捷智慧药房有限公司
13.0,长白山国际旅游度假区开发有限公司万达悦华酒店
1.0,长春市寒宫商贸行
10.0,新疆金厦物业服务有限公司（瑞景苑三期11号楼三单元就一部电梯）
0.0,深圳市品智家居有限公司
4.0,沃尔玛（中国）投资有限公司
1.0,朝阳区吉洋数码产品经销处
16.0,自贡海乐星歌城
1.0,广州诗奈化妆品有限公司
1.0,四会市悦冰冰翡翠专柜
6.0,广州堃森生物科技有限公司
23.0,珠海市吉美教育咨询有限公司
1.0,广州若月贸易有限公司
1.0,广州市蒂澳化妆品有限公司
2.0,吉林省赢学教育科技有限公司
3.0,东莞市高埗亿洋蛋糕店
0.0,深圳市越飞通电子科技有限公司
2.0,广州网易计算机系统有限公司
1.0,广州市黑色草莓服装有限公司
0.0,深圳市小铁匠科技有限公司
0.0,高新区福泰酒类经营部
11.0,自贡市博昱网络科技有限公司
3.0,惠州市惠阳区淡水郑妙珠餐饮店
0.0,广州匡海贸易有限公司
0.0,深圳市徐荣数码有限公司
1.0,佛山星期六鞋业有限公司
3.0,达州市通川区迈斯特派对酒吧
23.0,广州程通驾驶员培训有限公司
1.0,深圳雷神盾科技有限公司
3.0,大英县蓬莱镇龙门飞鱼餐饮店
4.0,深圳市古连科技有限公司
1.0,深圳市喜悦食品有限公司
0.0,伊宁市鲁新车业
0.0,惠州友帮大药房连锁有限公司
0.0,惠州市百信健康医药连锁有限公司
4.0,佛山市宝昌堂酒店管理有限公司
0.0,深圳蔬之鲜餐饮管理有限公司
4.0,深圳市爱利时代科技有限公司
3.0,南充市顺庆区蜀九香麻辣香锅店
2.0,深圳街电科技有限公司
0.0,台山市业康药店
4.0,新疆雅新停车场管理有限公司
1.0,新疆宝地宾馆有限责任公司
1.0,广州市天河区逸达商贸批发有限公司
4.0,广州全系食品供应链管理有限公司深圳分公司
2.0,深圳百寿健康信息技术有限公司
1.0,唯品会（中国）有限公司
0.0,周生生（中国）商业有限公司佛山中海寰宇天下花园分店
3.0,佛山市南海区宇高餐饮有限公司
0.0,深圳市乐威视科技有限公司
0.0,深圳市多快好省贸易有限公司
0.0,深圳市罗湖区仙丽珠宝商行
0.0,佛山市南海众惠家商贸有限公司
2.0,财付通支付科技有限公司
0.0,珠海市斗门区斗门镇璟霖百货铺
0.0,惠州山姆会员商店有限公司
10.0,河源市福新创建有限公司
1.0,深圳竹芒科技有限公司
1.0,广州市步步升服饰有限公司
5.0,宽城区纤艺美甲美睫店
0.0,惠州市鹏弘文化传媒有限公司
1.0,佛山市玉满天下珠宝有限公司
0.0,揭阳市榕城区贵升钟表商行
25.0,一汽—大众汽车有限公司
3.0,阿克苏市一号桥火锅城
1.0,深圳市德亨福贸易有限公司
0.0,自贡德创商贸有限公司
8.0,广州市梵音健身服务有限公司
11.0,广东臻品生活网络科技有限公司
2.0,广州博冠信息科技有限公司
0.0,汕头市潮南区两英林坚百货商店
4.0,深圳市索梵尼信息技术有限公司
3.0,南关区志铭家辣椒炒肉餐饮店
1.0,比克达（广州）服饰有限公司
1.0,深圳市集先贸易有限公司
0.0,内江市东兴区汝懿轩菲服装店
24.0,长春市德月食品有限公司
6.0,广东艾慕生物科技有限公司
23.0,自贡市贡井区王捷艺术培训学校有限公司
0.0,绿园区聚员水产品经销处
0.0,广州得赋阿里健康大药房有限公司
1.0,成都欧迪司贸易有限公司
2.0,深圳市天天兄弟科技有限公司
4.0,新疆华凌工贸（集团）有限公司
30.0,广州快的出租汽车服务有限公司
0.0,长春通立德众汽车服务有限公司
1.0,乌鲁木齐金桥满意商贸有限公司
1.0,四川鑫华晨通讯有限公司龙马潭分公司
0.0,辽源市东方家电有限责任公司
1.0,深圳市楚优电子商务有限公司
7.0,广州美颜坊技术研发有限公司
0.0,佛山市南海区盛世美玉珠宝首饰店
0.0,广州仁参医药连锁有限公司第七分店
1.0,朝阳区喜等等食品销售店
0.0,大邑县晋原镇巨有面包店
0.0,凉山州鑫工匠门窗装饰有限公司
0.0,广州唯品会电子商务有限公司
3.0,天山区红山路鸭舟嬉春饼烤鸭店
2.0,深圳市腾讯计算机系统有限公司
1.0,广州市传悦化妆品有限公司
0.0,伊宁边境经济合作区赵全安建材店
7.0,广州米客智能科技有限公司
3.0,白山市浑江区裕豪贵宾楼酒店
0.0,阿克苏金桥超市有限责任公司
7.0,广州万孚健康科技有限公司
3.0,宽城区喜多多粥铺
3.0,广州市天河区石牌怡香缘小吃店
0.0,惠州市丰巢优选商贸有限公司
0.0,自流井区爵爵饰品店
1.0,深圳市盛世恒昌信息科技有限公司
9.0,深圳市宝安区福永街道三科角电器厂
1.0,伦敦圈层（广州）电子商务有限公司
0.0,东莞市蝶伊惠商贸有限公司
7.0,广州万孚健康科技有限公司
0.0,深圳觅可化妆品有限公司
0.0,深圳梵尔妮生物科技有限公司
14.0,深圳市星非凡娱乐文化传媒有限公司
1.0,东莞市常平大信自行车行
10.0,新疆广汇物业管理有限公司沙依巴克区分公司
0.0,深圳市子渔服饰有限公司
20.0,佛山市一森通讯设备有限公司
4.0,四川天赐山水康养旅游服务有限公司
0.0,南部县太华乡宋荣副食店
0.0,珠海市南屏艾蒂尔银饰商行
11.0,四川海克斯科技有限公司
0.0,深圳觅可化妆品有限公司
8.0,自贡新美星悦荟创新健身有限公司
3.0,惠州市仲恺高新区陈江喜得堡奶茶汉堡店
0.0,德阳市区东玉广告材料经营部
5.0,德庆县美丽绣美容店
3.0,广州市荔湾区钱多多美食店
9.0,中国移动通信集团吉林有限公司白山分公司
0.0,东莞市寮步米族通讯器材店
6.0,广州芸汐医药科技有限公司
4.0,惠州市先森电子商务有限公司
2.0,汕尾三五零网络科技有限公司
1.0,广州市品亮建材有限公司
0.0,深圳市九千单传媒有限公司
1.0,阳江市阳东区南宏电器商行
7.0,广东望天湖生物科技股份有限公司
9.0,华为终端有限公司
0.0,惠州山姆会员商店有限公司
1.0,广州羡离贸易有限公司
5.0,佛山纤指悦美甲用品有限公司
2.0,深圳微米信息服务有限公司
0.0,广州银琴表业有限公司
1.0,广州汇泽贸易有限公司
1.0,广州市涅肤化妆品有限公司
1.0,深圳市阿辉数码电子商务有限公司
2.0,四川明耀飞驰科技有限公司
14.0,广州金和文化传播有限公司
1.0,松原市颖姐电子商务有限公司
0.0,安图县松江镇小公平综合超市
4.0,四川世链万象传媒有限公司
4.0,广东沃天下供应链管理有限公司
0.0,四会市茹涵珠宝店
1.0,广东东华医药连锁有限公司
1.0,广州市钱大妈生鲜食品连锁有限公司
29.0,惠州欣视达电子科技有限公司
4.0,宜宾仁孚汽车服务有限公司
6.0,河源市屹然电子科技有限公司
0.0,广州市胡祥电子商务有限公司
7.0,广州万孚健康科技有限公司
0.0,深圳琪叶电子商务有限公司
0.0,广州唯品会电子商务有限公司
1.0,广州诺梓莎电子商务有限公司
5.0,惠州市惠城区诗缇尔佳媛美容店
0.0,成都斯尔顿智能家居有限公司
3.0,奎屯阿民遇见重庆小面面馆
0.0,普宁市军埠育芯堂食品经营部
3.0,自贡市高新区曼玲粥店
1.0,广州依槿贸易有限公司
3.0,广州永利餐饮文化有限公司
11.0,成都魔笛蜂鸟网络科技有限公司
16.0,伊州区八一路乐魔方儿童游乐场
1.0,广汽传祺汽车销售有限公司
3.0,深圳坪山区大口嘴肉蟹煲店
4.0,新疆秉知教育管理有限公司
0.0,南部县蜀北办事处正技办公设备销售部
2.0,广州幸棉网络科技有限公司
0.0,抚松县抚松镇辰妤特产商行
2.0,广州唯品会信息科技有限公司
1.0,四会市诗茵翡翠专柜
0.0,辽源市龙山区步行街好又多超市
7.0,广东望天湖生物科技股份有限公司
0.0,松原市含宝电子商务有限公司
8.0,深圳市焕琪生物科技贸易有限公司
4.0,佛山市悦莱美健身管理有限公司
0.0,龙泉驿区西河镇乾晟亨珠宝店
3.0,汉源县金克斯甜品店
4.0,广州汽车集团股份有限公司
1.0,一汽大众销售有限责任公司
0.0,广州市特尤隆贸易有限公司
0.0,朝阳区益百嘉生鲜超市
3.0,金牛区江一城面馆
1.0,四川卓尔百货有限公司购物中心
1.0,广州间齐商贸有限公司
24.0,农安鑫国顺肉制品厂
1.0,中国石油天然气股份有限公司四川成都销售分公司龙泉驿洪河加油站
2.0,深圳爱玩网络科技股份有限公司
0.0,绵阳市涪城区绿色派对饰品店
2.0,中山市方讯互联网科技有限公司
3.0,深圳市健壮餐饮管理有限公司南山分公司
1.0,东莞市建康劳保文具用品有限公司
0.0,广州市增城琼烨服装经营部
3.0,梨树县梨树镇超信煮动力时尚火锅店
0.0,乌鲁木齐汇嘉时代百货有限公司
8.0,四平市巴思特健身有限公司
1.0,深圳市宝安区鼎捷寿司料理商行
0.0,内江市东兴区牛牛福食品经营部
0.0,深圳美团优选科技有限公司
0.0,东莞市谢岗强兴百货店
1.0,深圳市河湾科技有限公司
0.0,库尔勒德淳餐厅
0.0,广州强迫症贸易有限公司
0.0,惠州市白薇电子商务有限公司
0.0,广州叶子电子商务有限公司
4.0,广州天鹅印美容管理咨询有限公司
1.0,广州市长厚贸易有限公司
1.0,唯品会（中国）有限公司
1.0,广州彩妮优品化妆品有限公司
0.0,长春欧亚柳影路超市有限公司站前店
15.0,中国移动通信集团广东有限公司德庆分公司
4.0,广东航越企业服务有限公司
0.0,四会合利恒汽车销售服务有限公司
0.0,精河县城镇我爱我家超市
2.0,四川易店帮网络科技有限公司
12.0,深圳市幸福西饼食品有限公司
1.0,深圳市咪咕熊科技有限公司
1.0,广州市洋朗商贸有限公司
11.0,广州凌隆网络科技有限公司
5.0,武侯区整脊堂盲人保健按摩服务部
3.0,蓬安县张记羊肉粉馆
15.0,中国移动通信集团吉林有限公司吉林市分公司
1.0,广州市依美汇服装有限公司
0.0,云泰医药（广东）有限公司
5.0,佛山市南海区久匠美容店
0.0,惠州市叮当熊猫烘焙有限公司
1.0,周大生珠宝股份有限公司
12.0,广州市远香食品有限公司
4.0,乌鲁木齐经济技术开发区万达广场商业管理有限公司
11.0,中山市史密思智能科技有限公司
22.0,珠海长隆投资发展有限公司国际马戏城
6.0,佛山市荟辰生物科技有限公司
0.0,云泰医药（广东）有限公司
27.0,广安众信众诚装饰工程有限公司
0.0,广州芸溪贸易有限公司
1.0,吉林市领美电子商务有限公司
3.0,珠海市香洲耿和记汤粉店
3.0,达州市通川区绿苑餐饮服务有限公司罗江分公司
0.0,宜宾市翠屏区小陆水产店
8.0,南充铂悦蚁人游泳有限公司
3.0,遂宁开发区冉和记面庄
1.0,广州奕彩美贸易有限公司
0.0,和田市惠邻万家生活超市
0.0,成都蜀二味电子商务有限公司
1.0,广州市白云区松洲力威动力电动车行
6.0,滴滴出行科技有限公司长春分公司
0.0,四会市松睿珠宝商行
1.0,子杰电子商务（广州）有限公司
0.0,泽普县鑫旺源商店
6.0,吉瓦特能源系统（惠州）有限公司
16.0,隆昌金津健身房
12.0,东莞市寮步美味副食有限公司
7.0,广州牧云网络科技有限公司
0.0,深圳美团优选科技有限公司
2.0,成都圣易陇科技有限公司
1.0,东莞市菲瑜商贸有限公司
1.0,自贡国美电器有限公司
0.0,深圳市佳途乐电子有限公司
4.0,成都携程旅行社有限公司广州分公司
2.0,美团科技有限公司
7.0,广州聚妍诗生物医药科技有限公司
11.0,深圳阿帕云计算有限公司
12.0,靖宇县新兴食品有限公司
0.0,东莞市石碣百大百货商场
1.0,广东全球拼购电子商务有限公司
4.0,北京中公教育科技有限公司四会分公司
23.0,成都市温江区辰韵艺术培训学校有限公司
2.0,广州交易猫信息技术有限公司
1.0,广州市增城汐儿服饰店
6.0,四川嘉恒兴跃科技有限公司
1.0,深圳市智福轩贸易有限公司
0.0,西充爱依服壹店
0.0,深圳市人人乐超市有限公司
0.0,成都市森呼呼医疗器械有限公司
0.0,吉林省益滋堂商贸有限公司
0.0,深圳市宝安区滇菌味道贸易商行
4.0,四川环球纵横教育咨询有限公司
0.0,广州京东旭春贸易有限公司
0.0,大参林医药集团股份有限公司
14.0,那是家大潮玩（广东）文化创意有限公司
0.0,乌鲁木齐市水磨沟区喜阳阳爱婴孕婴用品南湖店
0.0,广州龙坤电子商务有限公司
15.0,渠县天星街道办远洋通讯店
7.0,广州启合网络科技有限公司
2.0,广州飞昆网络科技有限公司
1.0,深圳竹芒科技有限公司
0.0,广州唯品会电子商务有限公司
1.0,深圳市互通酷娱科技有限公司
0.0,南充市高坪区长乐镇孙妍电信营业厅
2.0,深圳加速脱单科技有限公司
1.0,揭阳市粤佳顺电子商务有限公司
4.0,广州市馨欣化妆品有限公司
5.0,深圳市宝安区玫卉美甲工作室
7.0,吉林省广和泰安生物科技有限公司
0.0,伊宁市红宝金店
3.0,南充市顺庆区营和巷黑竹香鸡餐饮店
0.0,广州市天河区龙洞客知优便利店
8.0,天山区中山路嘉佑康成健身房
1.0,广州市沅美服饰有限公司
5.0,雯雯美甲美睫店
1.0,广州市凤术贸易有限公司
1.0,广州瑞迪汽车用品有限公司
17.0,揭阳空港区博美特五金电器厂
12.0,梅河口市一面之缘食品有限公司
1.0,肇庆京东盛甲贸易有限公司
1.0,东莞市柒星塑胶制品有限公司
0.0,深圳市春枫医药有限公司
0.0,东莞市德爱堂医药有限公司
1.0,深圳来电科技有限公司
0.0,乌鲁木齐高新技术产业开发区夏图印象家居经营部
9.0,ＴＣＬ王牌电器（惠州）有限公司
0.0,揭阳市喜辰电子商务有限公司
0.0,深圳美团优选科技有限公司
2.0,广州车主朋友信息技术有限公司
4.0,珠海万风旅游发展有限公司
1.0,中山市飞猫电子商务有限公司
1.0,普宁市池尾琳希服装网店
14.0,佛山泛德文化艺术有限公司南海桂城万科金域国际花园分公司
14.0,广州左驰文化传播有限公司
4.0,新疆怡家城市大饭店有限公司
0.0,深圳市金白科技有限公司
2.0,四川天怀创新科技有限公司
15.0,中国移动通信集团广东有限公司鼎湖分公司
0.0,壹伍柒叁（深圳）商贸有限公司宝源分公司
5.0,深圳市小爱泰泰健康管理有限公司
5.0,深圳市宝安区老友记小菜馆
0.0,上海万物新生环保科技集团有限公司动漫星城分公司
14.0,广州悠力体育文化有限公司
7.0,广东望天湖生物科技股份有限公司
1.0,广州卡姿娜化妆品有限公司
19.0,吉林市圳兴装饰设计有限公司
1.0,深圳市时度电子商务有限公司
1.0,深圳市索露美光电科技有限公司
1.0,广州天河慢醒服饰店
1.0,深圳市宝安区隆立电子厂
0.0,深圳美团优选科技有限公司
9.0,夏普科技（深圳）有限公司
1.0,广州积道电子商务有限公司
5.0,乌鲁木齐高新技术产业开发区曼哈顿健身广场
0.0,郫都区临食汇食品折扣经营部
0.0,深圳小竹科技发展有限公司
2.0,财付通支付科技有限公司
3.0,开平市水口镇温港面馆
1.0,长春市峻屹商贸有限公司
3.0,彭山区古茗奶茶店
23.0,深圳市尚学汇智教育科技有限公司
